Proteina,U-statistic,p-value
pheA,0.000000,0.100000
LPU83_pLPU83d_0389,1.000000,0.200000
LPU83_0120,9.000000,0.100000
LPU83_0125,5.000000,1.000000
LPU83_pLPU83d_0929,0.000000,0.100000
LPU83_pLPU83d_1282,9.000000,0.100000
LPU83_pLPU83b_0433,4.000000,1.000000
LPU83_pLPU83d_0399,7.000000,0.400000
LPU83_0130,5.000000,1.000000
LPU83_pLPU83d_0934,3.000000,0.700000
LPU83_pLPU83d_0404,1.000000,0.200000
infB,0.000000,0.100000
LPU83_pLPU83d_0939,5.000000,1.000000
pnp,0.000000,0.100000
opuAA,3.000000,0.700000
fabB,5.000000,1.000000
stcD,6.000000,0.700000
LPU83_0150,4.000000,1.000000
LPU83_0156,2.000000,0.400000
rnd1,5.000000,1.000000
slyX,4.000000,1.000000
LPU83_pLPU83d_0964,0.000000,0.100000
LPU83_pLPU83d_1317,3.000000,0.700000
LPU83_0171,5.000000,1.000000
LPU83_pLPU83d_0969,0.000000,0.100000
LPU83_0176,2.000000,0.400000
LPU83_pLPU83d_0434,6.000000,0.700000
LPU83_pLPU83d_0974,0.000000,0.100000
LPU83_0181,7.000000,0.400000
LPU83_pLPU83d_1332,6.000000,0.700000
aroQ,6.000000,0.700000
LPU83_pLPU83b_0470,4.000000,1.000000
LPU83_0202,4.000000,1.000000
LPU83_0207,4.000000,1.000000
LPU83_0212,2.000000,0.400000
cpaC,4.000000,1.000000
gshB,8.000000,0.200000
LPU83_0222,6.000000,0.700000
LPU83_pLPU83d_1004,5.000000,1.000000
LPU83_pLPU83d_1362,7.000000,0.400000
LPU83_pLPU83d_1024,7.000000,0.400000
yeaG,5.000000,1.000000
deoC,7.000000,0.400000
LPU83_pLPU83b_0522,4.000000,1.000000
LPU83_pLPU83d_1387,5.000000,1.000000
LPU83_0237,6.000000,0.700000
LPU83_pLPU83d_1392,7.000000,0.400000
LPU83_0243,8.000000,0.200000
msrA,8.000000,0.200000
LPU83_pLPU83d_1397,5.000000,1.000000
LPU83_0253,8.000000,0.200000
LPU83_0253;gsiA5,3.000000,0.700000
LPU83_pLPU83d_0504,6.000000,0.700000
mgsA,2.000000,0.400000
minE,3.000000,0.700000
LPU83_pLPU83d_1417,7.000000,0.400000
LPU83_0288,6.000000,0.700000
LPU83_pLPU83d_1422,6.000000,0.700000
LPU83_pLPU83b_0573,9.000000,0.100000
polA,4.000000,1.000000
prsD,7.000000,0.400000
repA1,5.000000,1.000000
LPU83_pLPU83d_1432,8.000000,0.200000
LPU83_0308,9.000000,0.100000
cspA1,6.000000,0.700000
rplT,1.000000,0.200000
LPU83_pLPU83c_0011,6.000000,0.700000
LPU83_pLPU83d_1437,9.000000,0.100000
LPU83_pLPU83d_0539,6.000000,0.700000
LPU83_0323,6.000000,0.700000
LPU83_0328,2.000000,0.400000
LPU83_pLPU83c_0021,8.000000,0.200000
LPU83_pLPU83c_0026,4.000000,1.000000
LPU83_pLPU83d_1089,3.000000,0.700000
LPU83_0343,4.000000,1.000000
galE,5.000000,1.000000
LPU83_pLPU83d_1462,5.000000,1.000000
cscA,9.000000,0.100000
LPU83_0358,4.000000,1.000000
LPU83_0351;LPU83_pLPU83d_1467,1.000000,0.200000
LPU83_pLPU83c_0046,5.000000,1.000000
panB,7.000000,0.400000
LPU83_0373,7.000000,0.400000
LPU83_pLPU83d_1477,6.000000,0.700000
LPU83_0383,3.000000,0.700000
rsmI,6.000000,0.700000
LPU83_pLPU83d_1482,3.000000,0.700000
LPU83_pLPU83d_1144,9.000000,0.100000
LPU83_pLPU83d_1154,4.000000,1.000000
LPU83_pLPU83d_1487,4.000000,1.000000
LPU83_pLPU83d_1159,7.000000,0.400000
LPU83_0408,7.000000,0.400000
occT3,6.000000,0.700000
LPU83_pLPU83d_1497,5.000000,1.000000
LPU83_pLPU83d_1174,4.000000,1.000000
LPU83_0423,6.000000,0.700000
LPU83_pLPU83d_1507,8.000000,0.200000
LPU83_pLPU83d_1189,6.000000,0.700000
pucH,9.000000,0.100000
LPU83_0438,6.000000,0.700000
LPU83_pLPU83d_1512,9.000000,0.100000
LPU83_pLPU83d_0584,0.000000,0.100000
LPU83_pLPU83c_0101,5.000000,1.000000
nodW9,6.000000,0.700000
hemNch,5.000000,1.000000
LPU83_pLPU83c_0106,4.000000,1.000000
trmB,4.000000,1.000000
ybeY,8.000000,0.200000
LPU83_pLPU83c_0111,6.000000,0.700000
rimI,0.000000,0.100000
trpS,0.000000,0.100000
LPU83_pLPU83d_1532,4.000000,1.000000
LPU83_pLPU83c_0121,6.000000,0.700000
vapC,4.000000,1.000000
LPU83_pLPU83c_0131,4.000000,1.000000
LPU83_0488,6.000000,0.700000
LPU83_0493,4.000000,1.000000
fmt,3.000000,0.700000
dapE,9.000000,0.100000
LPU83_pLPU83c_0156,8.000000,0.200000
LPU83_0518,8.000000,0.200000
rnpA,5.000000,1.000000
prdF,4.000000,1.000000
CYSA,7.000000,0.400000
LPU83_pLPU83d_1552,5.000000,1.000000
potG,4.000000,1.000000
LPU83_pLPU83d_1289,6.000000,0.700000
LPU83_pLPU83c_0186,6.000000,0.700000
LPU83_pLPU83d_0690,2.000000,0.400000
LPU83_0549,5.000000,1.000000
cspA3,5.000000,1.000000
LPU83_pLPU83d_1562,4.000000,1.000000
pgi,5.000000,1.000000
LPU83_pLPU83d_1299,4.000000,1.000000
etfB,4.000000,1.000000
LPU83_pLPU83d_1572,1.000000,0.200000
LPU83_0584;LPU83_pLPU83d_1572,3.000000,0.700000
LPU83_pLPU83c_0201,3.000000,0.700000
cutC,6.000000,0.700000
LPU83_pLPU83d_0710,4.000000,1.000000
LPU83_0569,8.000000,0.200000
LPU83_pLPU83d_1582,9.000000,0.100000
codA3,6.000000,0.700000
LPU83_pLPU83d_0720,3.000000,0.700000
LPU83_pLPU83c_0216,3.000000,0.700000
LPU83_0579,1.000000,0.200000
LPU83_pLPU83d_0725,6.000000,0.700000
LPU83_pLPU83d_1324,7.000000,0.400000
LPU83_pLPU83d_1597,1.000000,0.200000
mocA,7.000000,0.400000
LPU83_pLPU83d_1339,4.000000,1.000000
LPU83_pLPU83d_0750,5.000000,1.000000
napA,6.000000,0.700000
LPU83_pLPU83d_0755,9.000000,0.100000
LPU83_pLPU83d_1622,6.000000,0.700000
LPU83_pLPU83d_0765,6.000000,0.700000
LPU83_pLPU83c_0256,5.000000,1.000000
dapAf2,9.000000,0.100000
LPU83_pLPU83c_0261,3.000000,0.700000
LPU83_pLPU83d_1364,7.000000,0.400000
LPU83_pLPU83d_1364;hupT1,4.000000,1.000000
pstS,3.000000,0.700000
phoB,6.000000,0.700000
LPU83_pLPU83d_1374,6.000000,0.700000
hslO,2.000000,0.400000
LPU83_pLPU83c_0286,6.000000,0.700000
LPU83_pLPU83d_1389,6.000000,0.700000
LPU83_pLPU83d_1682,5.000000,1.000000
mcpA1,3.000000,0.700000
c1,4.000000,1.000000
LPU83_pLPU83d_1399,9.000000,0.100000
LPU83_pLPU83d_1404,8.000000,0.200000
LPU83_0686,3.000000,0.700000
LPU83_pLPU83d_0830,4.000000,1.000000
LPU83_pLPU83c_0316,4.000000,1.000000
fabG,9.000000,0.100000
LPU83_0691,6.000000,0.700000
LPU83_pLPU83d_1707,8.000000,0.200000
ttuB,5.000000,1.000000
lacK1,1.000000,0.200000
LPU83_pLPU83d_0850,5.000000,1.000000
LPU83_pLPU83d_1727,0.000000,0.100000
LPU83_0716,9.000000,0.100000
tetR1,6.000000,0.700000
LPU83_pLPU83d_0870,6.000000,0.700000
LPU83_0726,6.000000,0.700000
LPU83_pLPU83d_1757,4.000000,1.000000
LPU83_pLPU83d_1454,0.000000,0.100000
murA,2.000000,0.400000
LPU83_pLPU83d_0900,8.000000,0.200000
LPU83_pLPU83d_1459,5.000000,1.000000
LPU83_pLPU83d_0905,7.000000,0.400000
LPU83_pLPU83d_0905;LPU83_pLPU83d_0933,7.000000,0.400000
LPU83_pLPU83d_1464,7.000000,0.400000
LPU83_pLPU83d_0910,2.000000,0.400000
infA,1.000000,0.200000
putR,4.000000,1.000000
LPU83_0753,0.000000,0.100000
LPU83_0758,7.000000,0.400000
thiE,2.000000,0.400000
LPU83_0768,5.000000,1.000000
LPU83_pLPU83d_1797,5.000000,1.000000
cheY1,1.000000,0.200000
cheY3,4.000000,1.000000
LPU83_pLPU83d_1802,7.000000,0.400000
LPU83_pLPU83c_0411,4.000000,1.000000
luxR1,3.000000,0.700000
fliN,2.000000,0.400000
LPU83_0793,5.000000,1.000000
rbtD3,7.000000,0.400000
LPU83_pLPU83d_1499,2.000000,0.400000
LPU83_pLPU83d_1817,4.000000,1.000000
fliP,4.000000,1.000000
LPU83_pLPU83d_1504,2.000000,0.400000
flaB,0.000000,0.100000
LPU83_pLPU83d_1822,7.000000,0.400000
LPU83_pLPU83c_0436,3.000000,0.700000
motB1,0.000000,0.100000
gsiA5,5.000000,1.000000
hutC,6.000000,0.700000
flgE,3.000000,0.700000
LPU83_pLPU83d_1827,6.000000,0.700000
flgD,5.000000,1.000000
LPU83_0828,5.000000,1.000000
LPU83_pLPU83d_1832,4.000000,1.000000
folD,5.000000,1.000000
folD,3.000000,0.700000
LPU83_pLPU83d_1837,5.000000,1.000000
aglA1,2.000000,0.400000
LPU83_pLPU83d_0970,4.000000,1.000000
zwf1,2.000000,0.400000
LPU83_pLPU83d_1842,7.000000,0.400000
LPU83_pLPU83c_0456,5.000000,1.000000
mclA3,5.000000,1.000000
agpA,0.000000,0.100000
potF,9.000000,0.100000
aatA,3.000000,0.700000
LPU83_0858,8.000000,0.200000
LPU83_pLPU83c_0466,6.000000,0.700000
LPU83_0869,2.000000,0.400000
dppA1,4.000000,1.000000
ilvD,3.000000,0.700000
gntK,4.000000,1.000000
hrpL,4.000000,1.000000
hutH3,6.000000,0.700000
LPU83_0895,7.000000,0.400000
tauA,6.000000,0.700000
LPU83_0905,1.000000,0.200000
metN,6.000000,0.700000
LPU83_pLPU83c_0501,4.000000,1.000000
pit3,7.000000,0.400000
LPU83_0920,5.000000,1.000000
LPU83_pLPU83c_0511,6.000000,0.700000
LPU83_0925,8.000000,0.200000
LPU83_pLPU83d_0851;LPU83_pLPU83d_1892,3.000000,0.700000
LPU83_pLPU83d_1549,2.000000,0.400000
hisG,3.000000,0.700000
groES,4.000000,1.000000
LPU83_pLPU83d_1902,6.000000,0.700000
LPU83_0945,2.000000,0.400000
LPU83_pLPU83c_0526,5.000000,1.000000
LPU83_0950,3.000000,0.700000
gph,2.000000,0.400000
LPU83_pLPU83d_1554,6.000000,0.700000
LPU83_pLPU83d_1564,5.000000,1.000000
uxuA,8.000000,0.200000
hspD,4.000000,1.000000
LPU83_0960,3.000000,0.700000
fabG1,8.000000,0.200000
LPU83_pLPU83c_0546,5.000000,1.000000
LPU83_pLPU83d_1922,6.000000,0.700000
kup,3.000000,0.700000
LPU83_pLPU83c_0551,4.000000,1.000000
atpG1,2.000000,0.400000
LPU83_pLPU83c_0556,9.000000,0.100000
LPU83_pLPU83d_1932,5.000000,1.000000
LPU83_0985,9.000000,0.100000
LPU83_pLPU83d_1589,5.000000,1.000000
sohB,5.000000,1.000000
LPU83_pLPU83d_1050,5.000000,1.000000
LPU83_pLPU83d_1942,9.000000,0.100000
LPU83_0995,9.000000,0.100000
cfa,4.000000,1.000000
LPU83_1010,3.000000,0.700000
LPU83_pLPU83d_1624,5.000000,1.000000
LPU83_pLPU83d_1629,8.000000,0.200000
LPU83_pLPU83c_0596,3.000000,0.700000
LPU83_pLPU83c_0601,2.000000,0.400000
LPU83_1030,6.000000,0.700000
ribA,7.000000,0.400000
LPU83_0584,5.000000,1.000000
fabI,6.000000,0.700000
dacF1,2.000000,0.400000
LPU83_pLPU83d_1090,6.000000,0.700000
LPU83_pLPU83c_0616,4.000000,1.000000
ctaC,6.000000,0.700000
thrB,2.000000,0.400000
LPU83_1065,2.000000,0.400000
LPU83_1070,7.000000,0.400000
LPU83_1075,8.000000,0.200000
LPU83_1080,7.000000,0.400000
ccrM,6.000000,0.700000
LPU83_pLPU83d_1699,6.000000,0.700000
LPU83_1090,5.000000,1.000000
linC,6.000000,0.700000
LPU83_1101,6.000000,0.700000
LPU83_1107,5.000000,1.000000
metS,0.000000,0.100000
LPU83_pLPU83d_1724,4.000000,1.000000
LPU83_pLPU83d_1160,3.000000,0.700000
glxB,9.000000,0.100000
folD,6.000000,0.700000
cpo5,7.000000,0.400000
cpo3;cpo5,6.000000,0.700000
LPU83_pLPU83c_0701,7.000000,0.400000
LPU83_pLPU83d_1744,0.000000,0.100000
LPU83_1142,9.000000,0.100000
LPU83_1147,6.000000,0.700000
LPU83_pLPU83c_0716,6.000000,0.700000
LPU83_pLPU83d_1759,4.000000,1.000000
LPU83_1162,1.000000,0.200000
LPU83_pLPU83d_1769,5.000000,1.000000
LPU83_pLPU83c_0726,5.000000,1.000000
LPU83_pLPU83d_1774,2.000000,0.400000
LPU83_pLPU83d_1225,4.000000,1.000000
rbsA7,5.000000,1.000000
LPU83_pLPU83d_1784,5.000000,1.000000
glpK,7.000000,0.400000
LPU83_1187,6.000000,0.700000
LPU83_pLPU83c_0746,7.000000,0.400000
LPU83_pLPU83d_1789,3.000000,0.700000
LPU83_pLPU83c_0751,6.000000,0.700000
LPU83_pLPU83d_1799,6.000000,0.700000
LPU83_pLPU83d_1804,5.000000,1.000000
yieO,6.000000,0.700000
LPU83_pLPU83d_1809,5.000000,1.000000
ynaF,4.000000,1.000000
LPU83_pLPU83d_1829,2.000000,0.400000
mnhF,4.000000,1.000000
LPU83_1237,5.000000,1.000000
LPU83_pLPU83d_1834,9.000000,0.100000
yejF,3.000000,0.700000
LPU83_pLPU83d_1854,5.000000,1.000000
proC,2.000000,0.400000
LPU83_pLPU83d_1859,3.000000,0.700000
LPU83_pLPU83d_1864,1.000000,0.200000
hutU,7.000000,0.400000
LPU83_pLPU83d_1310,9.000000,0.100000
LPU83_pLPU83d_0002,3.000000,0.700000
LPU83_pLPU83d_1315,5.000000,1.000000
LPU83_1247,7.000000,0.400000
LPU83_pLPU83d_1879,4.000000,1.000000
LPU83_1252,7.000000,0.400000
rcaC,9.000000,0.100000
LPU83_pLPU83d_1889,8.000000,0.200000
aatB,6.000000,0.700000
cycK,4.000000,1.000000
LPU83_pLPU83d_1340,3.000000,0.700000
ragB,9.000000,0.100000
LPU83_pLPU83d_0032,2.000000,0.400000
ugpC9,5.000000,1.000000
LPU83_pLPU83d_1355,1.000000,0.200000
LPU83_1282,5.000000,1.000000
LPU83_1287,7.000000,0.400000
LPU83_pLPU83d_1924,6.000000,0.700000
LPU83_1292,2.000000,0.400000
ycgB,5.000000,1.000000
ltrA,8.000000,0.200000
LPU83_pLPU83d_1939,6.000000,0.700000
LPU83_pLPU83d_1385,5.000000,1.000000
iolC,2.000000,0.400000
LPU83_pLPU83d_1390,4.000000,1.000000
LPU83_1328,7.000000,0.400000
LPU83_pLPU83d_0047,6.000000,0.700000
relA,7.000000,0.400000
rnc,6.000000,0.700000
LPU83_1343,9.000000,0.100000
minC,4.000000,1.000000
LPU83_pLPU83d_1405,7.000000,0.400000
LPU83_1353,6.000000,0.700000
LPU83_pLPU83d_0052,6.000000,0.700000
LPU83_pLPU83d_0057,6.000000,0.700000
sbp,3.000000,0.700000
LPU83_1368,5.000000,1.000000
ugpC1,9.000000,0.100000
LPU83_pLPU83d_1425,5.000000,1.000000
LPU83_pLPU83d_0072,6.000000,0.700000
pip1,7.000000,0.400000
LPU83_pLPU83d_1430,6.000000,0.700000
dnaB,6.000000,0.700000
LPU83_pLPU83d_1435,3.000000,0.700000
LPU83_pLPU83d_0092,6.000000,0.700000
fabD,5.000000,1.000000
LPU83_pLPU83d_1440,5.000000,1.000000
LPU83_pLPU83d_0097,6.000000,0.700000
LPU83_1403,3.000000,0.700000
LPU83_pLPU83d_1455,6.000000,0.700000
pcaR,2.000000,0.400000
imp,4.000000,1.000000
LPU83_pLPU83d_1460,5.000000,1.000000
pcaG,6.000000,0.700000
holC,6.000000,0.700000
LPU83_pLPU83d_0122,2.000000,0.400000
glnII,2.000000,0.400000
LPU83_pLPU83d_0127,5.000000,1.000000
LPU83_pLPU83d_0132,5.000000,1.000000
fabG5,5.000000,1.000000
ureX,7.000000,0.400000
LPU83_pLPU83d_0137,5.000000,1.000000
nadC,1.000000,0.200000
LPU83_pLPU83d_0147,9.000000,0.100000
phnM3,9.000000,0.100000
LPU83_pLPU83d_0152,5.000000,1.000000
occP3,8.000000,0.200000
ppk,5.000000,1.000000
LPU83_pLPU83d_1505,9.000000,0.100000
aspS,0.000000,0.100000
ate,9.000000,0.100000
LPU83_pLPU83d_1510,7.000000,0.400000
cobL,4.000000,1.000000
LPU83_1463,3.000000,0.700000
cobG,0.000000,0.100000
LPU83_pLPU83d_0192,5.000000,1.000000
LPU83_pLPU83d_1525,9.000000,0.100000
ribE,5.000000,1.000000
LPU83_pLPU83d_0202,6.000000,0.700000
LPU83_pLPU83d_0207,3.000000,0.700000
LPU83_pLPU83d_0212,5.000000,1.000000
nusB,3.000000,0.700000
plsX,3.000000,0.700000
LPU83_1483,1.000000,0.200000
LPU83_pLPU83d_0242,6.000000,0.700000
LPU83_pLPU83d_1550,5.000000,1.000000
LPU83_pLPU83d_0247,5.000000,1.000000
amiC,8.000000,0.200000
paaZ,4.000000,1.000000
LPU83_pLPU83d_1555,3.000000,0.700000
LPU83_pLPU83d_0262,6.000000,0.700000
LPU83_pLPU83d_1560,3.000000,0.700000
LPU83_1504,5.000000,1.000000
LPU83_pLPU83d_0277,7.000000,0.400000
LPU83_pLPU83d_1580,3.000000,0.700000
mmgC,8.000000,0.200000
LPU83_pLPU83d_0302,5.000000,1.000000
LPU83_pLPU83d_1615,3.000000,0.700000
LPU83_pLPU83d_0307,7.000000,0.400000
LPU83_pLPU83d_0312,9.000000,0.100000
LPU83_pLPU83d_1680,6.000000,0.700000
LPU83_pLPU83d_0367,2.000000,0.400000
secE,1.000000,0.200000
rplL,2.000000,0.400000
LPU83_pLPU83d_0372,5.000000,1.000000
rpsL,1.000000,0.200000
LPU83_pLPU83d_0377,7.000000,0.400000
rplC,5.000000,1.000000
LPU83_pLPU83d_1715,4.000000,1.000000
rplV,0.000000,0.100000
LPU83_pLPU83d_1725,2.000000,0.400000
rplN,4.000000,1.000000
rplF,1.000000,0.200000
sgcQ,6.000000,0.700000
LPU83_pLPU83d_1740,9.000000,0.100000
secY,1.000000,0.200000
LPU83_pLPU83d_1750,4.000000,1.000000
LPU83_3793;LPU83_pLPU83d_1750,5.000000,1.000000
rplQ,2.000000,0.400000
LPU83_pLPU83d_0412,6.000000,0.700000
LPU83_pLPU83d_1785,7.000000,0.400000
dadA,9.000000,0.100000
rplM,2.000000,0.400000
LPU83_pLPU83d_1805,6.000000,0.700000
LPU83_pLPU83d_1810,6.000000,0.700000
LPU83_1628,6.000000,0.700000
LPU83_pLPU83d_1820,4.000000,1.000000
LPU83_1638,7.000000,0.400000
LPU83_pLPU83d_1825,9.000000,0.100000
hrm,6.000000,0.700000
LPU83_1648,6.000000,0.700000
LPU83_pLPU83d_1830,3.000000,0.700000
nuoD,2.000000,0.400000
nuoG,1.000000,0.200000
aglK1,4.000000,1.000000
nuoL,6.000000,0.700000
LPU83_pLPU83d_1845,3.000000,0.700000
LPU83_pLPU83d_0467,6.000000,0.700000
gloA1,2.000000,0.400000
LPU83_1676,6.000000,0.700000
LPU83_pLPU83d_1855,5.000000,1.000000
LPU83_pLPU83d_1860,4.000000,1.000000
dinP,4.000000,1.000000
LPU83_pLPU83d_1865,4.000000,1.000000
pleD1,5.000000,1.000000
topA,5.000000,1.000000
plsY,5.000000,1.000000
LPU83_pLPU83d_1880,4.000000,1.000000
tetR3,4.000000,1.000000
LPU83_pLPU83d_1885,7.000000,0.400000
LPU83_pLPU83d_1890,5.000000,1.000000
LPU83_pLPU83d_1905,4.000000,1.000000
LPU83_pLPU83d_0512,3.000000,0.700000
pepT,6.000000,0.700000
LPU83_pLPU83d_1915,8.000000,0.200000
LPU83_pLPU83d_0522,4.000000,1.000000
LPU83_1736,9.000000,0.100000
LPU83_pLPU83d_0537,7.000000,0.400000
acoD,3.000000,0.700000
LPU83_pLPU83d_1940,9.000000,0.100000
LPU83_pLPU83d_0542,7.000000,0.400000
LPU83_1756,2.000000,0.400000
LPU83_1761,4.000000,1.000000
LPU83_1766,6.000000,0.700000
LPU83_1771,5.000000,1.000000
LPU83_1776,6.000000,0.700000
ftsZ1,6.000000,0.700000
dhaL,4.000000,1.000000
gpt,2.000000,0.400000
LPU83_1817,3.000000,0.700000
LPU83_1822,2.000000,0.400000
LPU83_pLPU83d_0587,0.000000,0.100000
LPU83_1827,4.000000,1.000000
LPU83_1832,5.000000,1.000000
LPU83_pLPU83d_0597,3.000000,0.700000
LPU83_1843,2.000000,0.400000
LPU83_1848,6.000000,0.700000
LPU83_pLPU83d_0617,2.000000,0.400000
valS,3.000000,0.700000
dgt,2.000000,0.400000
scpB,7.000000,0.400000
surE,5.000000,1.000000
secD3,6.000000,0.700000
gstA1,5.000000,1.000000
htpG,7.000000,0.400000
LPU83_1915,2.000000,0.400000
LPU83_pLPU83d_0683,6.000000,0.700000
LPU83_1930,4.000000,1.000000
recJ,7.000000,0.400000
LPU83_1942,7.000000,0.400000
LPU83_1952,2.000000,0.400000
LPU83_1957,3.000000,0.700000
LPU83_1973,5.000000,1.000000
LPU83_1979,6.000000,0.700000
LPU83_1984,9.000000,0.100000
LPU83_1989,8.000000,0.200000
LPU83_pLPU83d_0748,6.000000,0.700000
LPU83_pLPU83d_0768,3.000000,0.700000
LPU83_2039,6.000000,0.700000
LPU83_2044,7.000000,0.400000
ttuD,7.000000,0.400000
LPU83_pLPU83d_0778,3.000000,0.700000
potA1,6.000000,0.700000
LPU83_2059,8.000000,0.200000
LPU83_2074,2.000000,0.400000
LPU83_2079,4.000000,1.000000
LPU83_pLPU83d_0803,4.000000,1.000000
LPU83_pLPU83d_0808,6.000000,0.700000
LPU83_2114,3.000000,0.700000
cobW1,2.000000,0.400000
iunH3,3.000000,0.700000
LPU83_2129,6.000000,0.700000
LPU83_2134,4.000000,1.000000
LPU83_pLPU83d_0838,4.000000,1.000000
LPU83_2139,6.000000,0.700000
LPU83_2144,4.000000,1.000000
LPU83_2149,4.000000,1.000000
LPU83_pLPU83d_0848,2.000000,0.400000
LPU83_2154,5.000000,1.000000
LPU83_2159,5.000000,1.000000
uvrB,7.000000,0.400000
LPU83_pLPU83d_0863,6.000000,0.700000
LPU83_2174,6.000000,0.700000
LPU83_pLPU83d_0868,6.000000,0.700000
LPU83_2204,7.000000,0.400000
LPU83_2229,5.000000,1.000000
LPU83_2234,6.000000,0.700000
LPU83_pLPU83d_0898,2.000000,0.400000
fumC,4.000000,1.000000
gor,2.000000,0.400000
LPU83_pLPU83d_0908,9.000000,0.100000
cgmA,7.000000,0.400000
athL,5.000000,1.000000
LPU83_pLPU83d_0933,7.000000,0.400000
LPU83_2259,3.000000,0.700000
fdx,4.000000,1.000000
LPU83_2269,4.000000,1.000000
Ttn,9.000000,0.100000
alaS3,0.000000,0.100000
LPU83_2284,4.000000,1.000000
LPU83_pLPU83d_0968,5.000000,1.000000
LPU83_2294,4.000000,1.000000
purC1,1.000000,0.200000
purB,0.000000,0.100000
LPU83_2319,6.000000,0.700000
LPU83_2324,2.000000,0.400000
bcp,5.000000,1.000000
LPU83_2334,3.000000,0.700000
LPU83_pLPU83d_1023,4.000000,1.000000
sufS,5.000000,1.000000
PNAE,4.000000,1.000000
LPU83_2354,3.000000,0.700000
LPU83_2359,3.000000,0.700000
LPU83_pLPU83d_1038,5.000000,1.000000
LPU83_2364,7.000000,0.400000
LPU83_pLPU83d_1043,2.000000,0.400000
LPU83_2374,0.000000,0.100000
mgtE3,4.000000,1.000000
LPU83_2385,5.000000,1.000000
pip3,4.000000,1.000000
LPU83_2395,1.000000,0.200000
parE,1.000000,0.200000
LPU83_2420,3.000000,0.700000
moaC,1.000000,0.200000
bmpA,5.000000,1.000000
LPU83_2451,2.000000,0.400000
LPU83_2456,9.000000,0.100000
LPU83_2461,2.000000,0.400000
LPU83_pLPU83d_1103,3.000000,0.700000
ppiA,1.000000,0.200000
LPU83_pLPU83d_1138,9.000000,0.100000
LPU83_pLPU83d_1143,7.000000,0.400000
LPU83_pLPU83d_1148,6.000000,0.700000
cpo3,2.000000,0.400000
LPU83_2527,3.000000,0.700000
LPU83_pLPU83d_1168,6.000000,0.700000
mazG,3.000000,0.700000
ntrY,6.000000,0.700000
cinA3,3.000000,0.700000
lipA3,1.000000,0.200000
ada3,2.000000,0.400000
eno,1.000000,0.200000
fabZ,3.000000,0.700000
uppS,5.000000,1.000000
LPU83_pLPU83d_1218,1.000000,0.200000
LPU83_2582,6.000000,0.700000
LPU83_2587,7.000000,0.400000
LPU83_2592,9.000000,0.100000
LPU83_2597,5.000000,1.000000
aapM,7.000000,0.400000
LPU83_pLPU83d_1268,3.000000,0.700000
LPU83_pLPU83d_1273,7.000000,0.400000
LPU83_2634,3.000000,0.700000
LPU83_2649,7.000000,0.400000
proW,6.000000,0.700000
asr,6.000000,0.700000
LPU83_2659,5.000000,1.000000
LPU83_pLPU83d_1318,2.000000,0.400000
LPU83_2674,6.000000,0.700000
hflC,4.000000,1.000000
LPU83_pLPU83d_1338,5.000000,1.000000
LPU83_2689,5.000000,1.000000
LPU83_pLPU83d_1348,5.000000,1.000000
LPU83_2699,5.000000,1.000000
senC,5.000000,1.000000
LPU83_pLPU83d_1368,3.000000,0.700000
LPU83_pLPU83d_1373,5.000000,1.000000
lpxC,5.000000,1.000000
gabD5,9.000000,0.100000
gabD;gabD5,3.000000,0.700000
LPU83_pLPU83d_1383,8.000000,0.200000
murG,5.000000,1.000000
LPU83_pLPU83d_1388,6.000000,0.700000
LPU83_pLPU83d_1393,5.000000,1.000000
LPU83_pLPU83d_1398,9.000000,0.100000
murE,9.000000,0.100000
occT1,3.000000,0.700000
pfp,9.000000,0.100000
LPU83_pLPU83d_1413,3.000000,0.700000
LPU83_pLPU83d_1418,3.000000,0.700000
ettA,2.000000,0.400000
prsE,2.000000,0.400000
kduD,6.000000,0.700000
LPU83_pLPU83d_1438,2.000000,0.400000
LPU83_pLPU83d_1443,7.000000,0.400000
ilvG,6.000000,0.700000
parA1,4.000000,1.000000
LPU83_2774,8.000000,0.200000
LPU83_pLPU83d_1453,7.000000,0.400000
LPU83_2779,6.000000,0.700000
LPU83_2784,3.000000,0.700000
LPU83_pLPU83d_1458,6.000000,0.700000
LPU83_2789,7.000000,0.400000
LPU83_pLPU83d_1463,4.000000,1.000000
ku,6.000000,0.700000
thuF,1.000000,0.200000
aspB5,4.000000,1.000000
nadA,3.000000,0.700000
occQ3,7.000000,0.400000
LPU83_2845,7.000000,0.400000
LPU83_pLPU83d_1503,3.000000,0.700000
carA,2.000000,0.400000
norM,7.000000,0.400000
LPU83_pLPU83d_1513,9.000000,0.100000
lpcC,5.000000,1.000000
trxB,3.000000,0.700000
LPU83_2885,9.000000,0.100000
LPU83_2895,9.000000,0.100000
gno,1.000000,0.200000
cspA3,2.000000,0.400000
ilvE,7.000000,0.400000
csaA,5.000000,1.000000
LPU83_pLPU83d_1543,8.000000,0.200000
LPU83_2915,4.000000,1.000000
LPU83_2920,4.000000,1.000000
rplY,2.000000,0.400000
LPU83_2935,0.000000,0.100000
LPU83_2940,6.000000,0.700000
LPU83_2945,9.000000,0.100000
rbsA3,3.000000,0.700000
papS,5.000000,1.000000
LPU83_2955,8.000000,0.200000
LPU83_2960,2.000000,0.400000
LPU83_2965,7.000000,0.400000
LPU83_pLPU83d_1558,6.000000,0.700000
LPU83_pLPU83d_1563,4.000000,1.000000
queF,1.000000,0.200000
